,Temp Out,Hi Temp,Low Temp,Dew Pt.,Wind Dir,Wind Chill,Heat Index,THW Index,THSW Index,Solar Energy,In Dew,In Heat,In Air Density
49,36.8,36.8,36.3,22.6,E,36.8,43.1,43.1,60.6,12.07,22.6,43.9,0.0683
